lng,lat,time
115.49505828339,33.858929706672,1473178633
115.49505828339,33.858929706672,1473179913
115.49505828339,33.858929706672,1473181193
115.49505828339,33.858929706672,1473180827
115.49505828339,33.858929706672,1473178268
115.49505828339,33.858929706672,1473179548
115.49505828339,33.858929706672,1473180461
115.49505828339,33.858929706672,1473177902
115.49505828339,33.858929706672,1473179182
115.49505828339,33.858929706672,1473178816
115.49505828339,33.858929706672,1473180097
115.49505828339,33.858929706672,1473181010
115.49505828339,33.858929706672,1473178451
115.49505828339,33.858929706672,1473179731
115.49505828339,33.858929706672,1473180644
115.49505828339,33.858929706672,1473178085
115.49505828339,33.858929706672,1473179365
115.49505828339,33.858929706672,1473180278
115.49505828339,33.858929706672,1473177719
115.49505828339,33.858929706672,1473178999
121.27651955327,31.0927254596,1473180518
121.27660533941,31.092730346518,1473179970
121.27651660024,31.092750394018,1473179421
121.27647573238,31.092744037912,1473179238
121.27654959928,31.092734698918,1473180337
121.27660047343,31.092735455291,1473179786
121.27648679502,31.092709954807,1473181067
121.27652552262,31.092742338745,1473178689
121.27662236864,31.09271070231,1473178506
121.27651254573,31.092755239528,1473178149
121.27649874076,31.092751038784,1473179055
121.27654744471,31.092745531654,1473178324
121.27645488184,31.092729731917,1473180701
121.27659152984,31.09272098933,1473179603
121.27646384243,31.09276183347,1473177967
121.27648983453,31.092776188252,1473178872
121.27652956579,31.092725554621,1473177775
121.27646272962,31.092729805944,1473180884
121.27652256316,31.092760489817,1473180152
110.31000936585,25.273571181686,1473180253
110.31023734471,25.273486914063,1473178243
110.31023734471,25.273486914063,1473178060
110.31015310741,25.273594873679,1473180984
110.31012249914,25.273714432075,1473179522
110.31010660712,25.273531628247,1473179156
110.31010660712,25.273531628247,1473179339
110.31009046749,25.273611083199,1473181168
110.31025556332,25.273512651763,1473180801
110.31034299791,25.273479489739,1473177877
110.31034809957,25.27355534341,1473177694
110.31021926991,25.27359704735,1473180619
110.31004639434,25.273572748172,1473180436
110.31009953336,25.27352577713,1473179704
110.31025258818,25.273491546477,1473180070
110.31030774907,25.273610787501,1473178609
110.31021740721,25.273551244232,1473178460
110.31003527815,25.273522756454,1473179887
110.31016918893,25.273576982805,1473178792
121.5737957915,31.339448138031,1473180692
121.57376179557,31.33941663643,1473178501
121.57381453837,31.339441220325,1473180509
121.57380095132,31.339443217186,1473179596
121.57375365253,31.339429446765,1473178135
121.57381263279,31.339437164166,1473180874
